"","volcano.number","volcano.name","country","primary.volcano.type","activity.evidence","last.known.eruption","region","subregion","lat","long","elevation","dominant.rock.type","tectonic.setting","file","slab.dip","slab.depth","slab.strike","slab"
"1608",283141,"Nantaisan","Japan","Stratovolcano","Eruption Dated","9540 BCE","Japan, Taiwan, Marianas","Honshu",36.765,139.491,2486,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1609",283142,"Omanago Group","Japan","Lava dome(s)","Eruption Dated","3050 BCE","Japan, Taiwan, Marianas","Honshu",36.795,139.507,2341,"Dacite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1610",283143,"Takaharayama","Japan","Stratovolcano","Eruption Dated","4570 BCE","Japan, Taiwan, Marianas","Honshu",36.9,139.777,1795,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1611",283150,"Nasudake","Japan","Stratovolcano(es)","Eruption Observed","1963 CE","Japan, Taiwan, Marianas","Honshu",37.125,139.963,1915,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1612",283151,"Numazawa","Japan","Shield","Eruption Dated","3400 BCE","Japan, Taiwan, Marianas","Honshu",37.444,139.566,835,"Dacite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1613",283160,"Bandaisan","Japan","Stratovolcano","Eruption Observed","1888 CE","Japan, Taiwan, Marianas","Honshu",37.601,140.072,1816,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1614",283170,"Adatarayama","Japan","Stratovolcano(es)","Eruption Observed","1996 CE","Japan, Taiwan, Marianas","Honshu",37.647,140.281,1728,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1615",283180,"Azumayama","Japan","Stratovolcano(es)","Eruption Observed","1977 CE","Japan, Taiwan, Marianas","Honshu",37.735,140.244,1949,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1616",283190,"Zaozan [Zaosan]","Japan","Complex","Eruption Observed","1940 CE","Japan, Taiwan, Marianas","Honshu",38.144,140.44,1841,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1617",283191,"Hijiori","Japan","Caldera","Evidence Credible","Unknown","Japan, Taiwan, Marianas","Honshu",38.599,140.162,552,"Dacite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1618",283200,"Naruko","Japan","Caldera","Eruption Observed","837 CE","Japan, Taiwan, Marianas","Honshu",38.729,140.734,470,"Rhyolite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1619",283210,"Kurikomayama","Japan","Stratovolcano","Eruption Observed","1950 CE","Japan, Taiwan, Marianas","Honshu",38.961,140.788,1627,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1620",283220,"Chokaisan","Japan","Stratovolcano(es)","Eruption Observed","1974 CE","Japan, Taiwan, Marianas","Honshu",39.099,140.049,2236,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1621",283230,"Akita-Komagatake","Japan","Stratovolcano(es)","Eruption Observed","1971 CE","Japan, Taiwan, Marianas","Honshu",39.761,140.799,1637,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1622",283240,"Iwatesan","Japan","Complex","Eruption Observed","1919 CE","Japan, Taiwan, Marianas","Honshu",39.853,141.001,2038,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1623",283250,"Hachimantai","Japan","Stratovolcano","Eruption Dated","5350 BCE","Japan, Taiwan, Marianas","Honshu",39.958,140.854,1613,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1624",283260,"Akita-Yakeyama","Japan","Stratovolcano","Eruption Observed","1997 CE","Japan, Taiwan, Marianas","Honshu",39.964,140.757,1366,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1625",283262,"Megata","Japan","Maar(s)","Eruption Dated","2050 BCE","Japan, Taiwan, Marianas","Honshu",39.95,139.73,291,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1626",283270,"Iwakisan","Japan","Stratovolcano","Eruption Observed","1863 CE","Japan, Taiwan, Marianas","Honshu",40.656,140.303,1625,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1627",283271,"Towada","Japan","Caldera","Eruption Observed","915 CE","Japan, Taiwan, Marianas","Honshu",40.51,140.88,1011,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1628",283280,"Hakkodasan","Japan","Stratovolcano(es)","Eruption Dated","1550 CE","Japan, Taiwan, Marianas","Honshu",40.659,140.877,1585,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1629",284010,"Izu-Oshima","Japan","Stratovolcano","Eruption Observed","1990 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.724,139.394,758,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1630",284011,"Toshima","Japan","Stratovolcano","Eruption Dated","4550 BCE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.52,139.279,508,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1631",284020,"Niijima","Japan","Lava dome(s)","Eruption Observed","886 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.397,139.27,432,"Rhyolite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1632",284030,"Kozushima","Japan","Lava dome(s)","Eruption Observed","838 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.219,139.153,572,"Rhyolite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1633",284040,"Miyakejima","Japan","Stratovolcano","Eruption Observed","2010 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.094,139.526,775,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1634",284041,"Mikurajima","Japan","Stratovolcano","Eruption Dated","4100 BCE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.874,139.602,851,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1635",284042,"Kurose Hole","Japan","Submarine","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.4,139.68,-107,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1636",284050,"Hachijojima","Japan","Stratovolcano(es)","Eruption Observed","1606 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.137,139.766,854,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1637",284060,"Aogashima","Japan","Stratovolcano","Eruption Observed","1785 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.458,139.759,423,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1638",284061,"Kita-Bayonnaise","Japan","Submarine","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.1,139.85,-360,"Rhyolite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1639",284070,"Myojinsho","Japan","Submarine","Eruption Observed","1970 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.888,139.918,11,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1640",284080,"Sumisujima","Japan","Submarine","Eruption Observed","1916 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.44,140.051,136,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1641",284090,"Izu-Torishima","Japan","Stratovolcano","Eruption Observed","2002 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1642",284091,"Sofugan","Japan","Stratovolcano","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.794,140.342,99,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"ryu"
"1643",284093,"Suiyo Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.575,140.633,-991,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1644",284094,"Mokuyo Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.327,140.572,-933,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1645",284095,"Doyo Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.68,140.8,-590,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1646",284096,"Nishinoshima","Japan","Caldera","Eruption Observed","2019 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.247,140.874,25,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1647",284097,"Kaikata Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.667,140.929,-165,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1648",284100,"Kaitoku Seamount","Japan","Submarine","Eruption Observed","1984 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1649",284110,"Kita-Ioto","Japan","Stratovolcano","Eruption Observed","1945 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",25.424,141.284,792,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1650",284120,"Ioto","Japan","Caldera","Eruption Observed","2012 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.751,141.289,169,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1651",284121,"Kita-Fukutokutai","Japan","Submarine","Eruption Observed","1954 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.417,141.417,-73,"No Data (checked)","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1652",284130,"Fukutoku-Oka-no-Ba","Japan","Submarine","Eruption Observed","2010 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.285,141.481,-29,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1653",284131,"Minami-Hiyoshi","Japan","Submarine","Eruption Observed","1975 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.5,141.935,-107,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1654",284132,"Nikko","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.078,142.326,-392,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",NA,NA,NA,"ryu"
"1655",306020,"Ch'uga-ryong","North Korea-South Korea","Shield","Evidence Uncertain","Unknown","Kamchatka and Mainland Asia","Korea",38.33,127.33,452,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1656",306030,"Ulreung","South Korea","Stratovolcano","Eruption Dated","2990 BCE","Kamchatka and Mainland Asia","Korea",37.5,130.87,984,"Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1657",306040,"Halla","South Korea","Shield","Eruption Observed","1007 CE","Kamchatka and Mainland Asia","Korea",33.361,126.53,1919,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)","Holocene",NA,NA,NA,"ryu"
"1658",274800,"Matarem","Philippines","Compound",NA,NA,"Philippines and SE Asia","North of Luzon",20.38,121.93,459,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",NA,NA,NA,"ryu"
"1659",281801,"Tsaolingshan","Taiwan","Shield",NA,NA,"Japan, Taiwan, Marianas","Taiwan",24.83,121.28,347,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,"ryu"
"1660",281802,"Chilung Group","Taiwan","Lava dome(s)",NA,NA,"Japan, Taiwan, Marianas","Taiwan",25.08,121.85,729,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",31.8841152191162,-36.0613288879395,315.3291015625,"ryu"
"1661",281803,"Huapinghsu","Taiwan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Taiwan",25.424,121.946,51,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",49.7796859741211,-65.7777557373047,316.761871337891,"ryu"
"1662",281804,"Mienhuayu","Taiwan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Taiwan",25.484,122.106,29,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",55.9991683959961,-86.8382873535156,311.985870361328,"ryu"
"1663",281805,"Pengchiahsu","Taiwan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Taiwan",25.63,122.08,120,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",59.7253036499023,-103.258560180664,320.951904296875,"ryu"
"1664",282041,"Kogajajima","Japan","Lava dome(s)",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",29.879,129.625,301,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",56.1656303405762,-102.41429901123,213.622604370117,"ryu"
"1665",282800,"Kobi-sho","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",25.919,123.682,117,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",64.4817581176758,-231.322814941406,246.972625732422,"ryu"
"1666",282801,"Gajajima","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",29.904,129.541,452,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",58.2404365539551,-114.402755737305,213.706832885742,"ryu"
"1667",282802,"Kuroshima","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",30.825,129.94,622,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",61.730884552002,-148.299041748047,209.498199462891,"ryu"
"1668",282804,"Sendai","Japan","Pyroclastic cone",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",31.731,130.451,677,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",61.410774230957,-153.715805053711,201.895065307617,"ryu"
"1669",282805,"Satsuma Maru-yama","Japan","Lava dome",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",31.799,130.411,218,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",61.7824478149414,-164.209182739258,201.2666015625,"ryu"
"1670",282806,"Imuta","Japan","Lava dome(s)",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",31.819,130.463,509,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",61.5441474914551,-157.248794555664,200.918807983398,"ryu"
"1671",282807,"Hokusatsu","Japan","Pyroclastic cone",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",31.872,130.608,703,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",60.2316932678223,-139.481155395508,200.432464599609,"ryu"
"1672",282808,"Kakuto","Japan","Caldera",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",32.042,130.767,0,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",57.8697090148926,-126.599395751953,200.403747558594,"ryu"
"1673",282809,"Sone","Japan","Pyroclastic cone",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.053,129.083,143,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",25.2828559875488,-335.862976074219,197.156402587891,"ryu"
"1674",282810,"Ojikajima","Japan","Shield(s)",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.199,129.051,95,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",23.1043491363525,-339.991455078125,208.30647277832,"ryu"
"1675",282811,"Taradake","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",32.984,130.079,1076,NA,"Unknown","Pleistocene",44.8683242797852,-284.072967529297,217.542434692383,"ryu"
"1676",282812,"Kinpo","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",32.811,130.641,665,NA,"Unknown","Pleistocene",61.9003982543945,-207.376571655273,209.302169799805,"ryu"
"1677",282813,"Yabakei","Japan","Caldera",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.169,131.221,800,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",64.8670349121094,-151.674423217773,210.669815063477,"ryu"
"1678",282814,"Hane-yama","Japan","Shield",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.228,131.133,1140,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",66.3755340576172,-174.941604614258,212.437576293945,"ryu"
"1679",282815,"Hohi","Japan","Stratovolcano(es)",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.284,131.319,1236,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",65.4923477172852,-148.766555786133,210.827255249023,"ryu"
"1680",282816,"Futago","Japan","Lava dome(s)",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.58,131.604,720,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",64.7980270385742,-132.811279296875,204.102828979492,"ryu"
"1681",282817,"Hime-shima Volcanic Group","Japan","Lava dome(s)",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.718,131.669,267,NA,"Unknown","Pleistocene",64.817024230957,-132.435516357422,199.652114868164,"ryu"
"1682",282818,"Kurose","Japan","Volcanic remnant",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.695,130.233,8,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",41.1521987915039,-335.894683837891,250.024108886719,"ryu"
"1683",282819,"Iki Volcanic Group","Japan","Pyroclastic cone(s)",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.738,129.712,213,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",29.1555957794189,-347.947448730469,252.583862304688,"ryu"
"1684",282820,"Tokara Hirase","Japan","Unknown",NA,NA,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",30.036,130.058,27,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",46.1804618835449,-68.5467224121094,209.914428710938,"ryu"
"1685",283800,"Mutsure-jima","Japan","Pyroclastic cone(s)",NA,NA,"Japan, Taiwan, Marianas","Honshu",33.974,130.866,104,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",59.2340965270996,-324.304748535156,215.396545410156,"ryu"
"1686",283801,"Shikuma","Japan","Lava dome(s)",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.098,131.761,504,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",65.4827346801758,-140.462188720703,199.350875854492,"ryu"
"1687",283802,"Tokuyama-Mitake","Japan","Lava dome",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.189,131.844,790,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",63.7039909362793,-132.812194824219,205.42741394043,"ryu"
"1688",283803,"Sengoku","Japan","Lava dome(s)",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.186,131.76,661,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",66.2854766845703,-147.938201904297,203.012268066406,"ryu"
"1689",283804,"Chojagahara","Japan","Pyroclastic cone",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.271,131.669,390,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",69.2310104370117,-177.869232177734,204.629531860352,"ryu"
"1690",283805,"Aonoyama","Japan","Lava dome(s)",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.459,131.798,908,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",69.6276550292969,-182.061111450195,220.129653930664,"ryu"
"1691",283806,"Oetaka-yama","Japan","Lava dome(s)",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.061,132.431,808,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",69.2007827758789,-185.36833190918,215.925765991211,"ryu"
"1692",283807,"Yokote","Japan","Pyroclastic cone(s)",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.201,133.267,967,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",38.2813568115234,-122.972633361816,250.185394287109,"ryu"
"1693",283808,"Noro","Japan","Pyroclastic cone",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.41,133.182,180,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",44.5257987976074,-144.948440551758,241.264022827148,"ryu"
"1694",283809,"Daikon-jima","Japan","Pyroclastic cone",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.493,133.174,42,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",46.6819839477539,-153.893936157227,238.597061157227,"ryu"
"1695",283810,"Tsuruta","Japan","Pyroclastic cone(s)",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.338,133.422,301,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",38.154972076416,-131.382186889648,258.487365722656,"ryu"
"1696",283811,"Daisen","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.368,133.549,1729,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",37.7545356750488,-132.74885559082,262.713836669922,"ryu"
"1697",283812,"Ogino-Sen","Japan","Pyroclastic cone(s)",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.437,134.444,1310,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",38.1256446838379,-126.671096801758,254.572799682617,"ryu"
"1698",283813,"Takara","Japan","Shield",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.343,134.922,350,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",37.5230026245117,-110.973922729492,254.657669067383,"ryu"
"1699",283814,"Nanzaki","Japan","Pyroclastic cone",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.604,138.832,106,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,"ryu"
"1700",283815,"Jaishi","Japan","Shield",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.71,138.786,520,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,"ryu"
"1701",283816,"Tanaba","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.907,138.852,1035,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,"ryu"
"1702",283817,"Daruma","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.952,138.843,982,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,"ryu"
"1703",283818,"Tenshi","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.924,138.968,608,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,"ryu"
"1704",283819,"Usami","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.968,139.063,592,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,"ryu"
"1705",283820,"Taga","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.078,139.031,798,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",8.61369132995605,-5.97923707962036,282.241577148438,"ryu"
"1706",283821,"Yugawara","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.173,139.029,1004,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",11.0461959838867,-7.54671573638916,279.298706054688,"ryu"
"1707",283822,"Ashitaka","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.238,138.794,1504,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",14.0701847076416,-9.08236980438232,263.599029541016,"ryu"
"1708",283823,"Kurofuji","Japan","Stratovolcano(es)",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.8,138.513,1764,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",40.9508056640625,-46.8758163452148,250.824584960938,"ryu"
"1709",283824,"Yatsugatake","Japan","Stratovolcano(es)",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.968,138.373,2899,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",43.7649803161621,-67.3774108886719,246.196594238281,"ryu"
"1710",283825,"Kirigamine","Japan","Shield",NA,NA,"Japan, Taiwan, Marianas","Honshu",36.1,138.2,1925,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",43.5463066101074,-86.4977951049805,242.612670898438,"ryu"
"1711",283826,"Utsukushigahara","Japan","Shield",NA,NA,"Japan, Taiwan, Marianas","Honshu",36.223,138.111,2034,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",41.6522254943848,-100.303855895996,241.583953857422,"ryu"
"1712",283827,"Ueno","Japan","Shield",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.59,137.505,606,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",35.0001106262207,-57.5412559509277,262.806488037109,"ryu"
"1713",283828,"Yuga-mine","Japan","Lava dome",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.802,137.284,1067,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",38.4479103088379,-75.8566360473633,270.431274414062,"ryu"
"1714",283829,"Eboshi-Washigatake","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.937,136.974,1672,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",40.2142105102539,-90.6514892578125,252.117492675781,"ryu"
"1715",283830,"Bishamon-dake","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.936,136.795,1386,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",42.0284690856934,-96.1669769287109,237.995468139648,"ryu"
